"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","article_number","issn","eissn","unique_id","researcherid_numbers","orcid_numbers","earlyaccessdate","note","organization","address","keywords","language","p","n","sd","matches"
"WOS.001108187900001","Article","Zafer Duzen and Mirela Riveni and Mehmet S. Aktas","Analyzing the Spread of Misinformation on Social Networks: A Process and Software Architecture for Detection and Analysis","COMPUTERS",2023,"12","11",NA,"NOV","The rapid dissemination of misinformation on social networks, particularly during public health crises like the COVID-19 pandemic, has become a significant concern. This study investigates the spread of misinformation on social network data using social network analysis (SNA) metrics, and more generally by using well known network science metrics. Moreover, we propose a process design that utilizes social network data from Twitter, to analyze the involvement of non-trusted accounts in spreading misinformation supported by a proof-of-concept prototype. The proposed prototype includes modules for data collection, data preprocessing, network creation, centrality calculation, community detection, and misinformation spreading analysis. We conducted an experimental study on a COVID-19-related Twitter dataset using the modules. The results demonstrate the effectiveness of our approach and process steps, and provides valuable insight into the application of network science metrics on social network data for analysing various influence-parameters in misinformation spreading.","10.3390/computers12110232","232","2073-431X",NA,"WOS:001108187900001","AktaÅŸ, Mehmet S./G-9710-2012 Riveni, Mirela/X-6345-2019 ","AktaÅŸ, Mehmet S./0000-0001-7908-5067 Riveni, Mirela/0000-0002-4991-3455 Duzen, Zafer/0000-0002-8743-8309",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"WOS.000666522800001","Article","Sara Moukarzel and Anita Caduff and Martin Rehm and Miguel {del Fresno} and Rafael Perez-Escamilla and Alan J. Daly","Breastfeeding Communication Strategies, Challenges and Opportunities in the Twitter-Verse: Perspectives of Influencers and Social Network Analysis","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2021,"18","12",NA,"JUN","Using social media is one important strategy to communicate research and public health guidelines to the scientific community and general public. Empirical evidence about which communication strategies are effective around breastfeeding messaging is scarce. To fill this gap, we aimed to identify influencers in the largest available Twitter database using social network analysis (n = 10,694 users), inductively analyze tweets, and explore communication strategies, motivations, and challenges via semi-structured interviews. Influencers had diverse backgrounds within and beyond the scientific health community (SHC; 42.7\%): 54.7\% were from the general public and 3\% were companies. SHC contributed to most of the tweets (n = 798 tweets), disseminating guidelines and research findings more frequently than others (p < 0.001). Influencers from the general community mostly tweeted opinions regarding the current state of breastfeeding research and advocacy. Interviewees provided practical strategies (e.g., preferred visuals, tone, and writing style) to achieve personal and societal goals including career opportunities, community support, and improved breastfeeding practices. Complex challenges that need to be addressed were identified. Ideological differences regarding infant feeding may be hampering constructive communication, including differences in influencers' interpretation of the WHO International Code of Marketing of Breast-milk Substitutes and in perspectives regarding which social media interactions encompass conflict of interest.","10.3390/ijerph18126181","6181",NA,"1660-4601","WOS:000666522800001",NA,"Rehm, Martin/0000-0002-9553-7008 Caduff, Anita/0000-0002-2736-2170 Perez-Escamilla, Rafael/0000-0001-9416-8039",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"WOS.000473830200009","Article","Naomi Smith and Tim Graham","Mapping the anti-vaccination movement on Facebook","INFORMATION COMMUNICATION \& SOCIETY",2019,"22","9","1310-1327",NA,"Over the past decade, anti-vaccination rhetoric has become part of the mainstream discourse regarding the public health practice of childhood vaccination. These utilise social media to foster online spaces that strengthen and popularise anti-vaccination discourses. In this paper, we examine the characteristics of and the discourses present within six popular anti-vaccination Facebook pages. We examine these large-scale datasets using a range of methods, including social network analysis, gender prediction using historical census data, and generative statistical models for topic analysis (Latent Dirichletallocation). We find that present-day discourses centre around moral outrage and structural oppression by institutional government and the media, suggesting a strong logic of `conspiracy-style' beliefs and thinking. Furthermore, anti-vaccination pages on Facebook reflect a highly `feminised' movement the vast majority of participants are women. Although anti-vaccination networks on Facebook are large and global in scope, the comment activity sub-networks appear to be `small world'. This suggests that social media may have a role in spreading anti-vaccination ideas and making the movement durable on a global scale.","10.1080/1369118X.2017.1418406",NA,"1369-118X","1468-4462","WOS:000473830200009",NA,"Graham, Timothy/0000-0002-4053-9313 Smith, Naomi/0000-0002-6509-1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"WOS.000641783600001","Article","Thilagavathi Ramamoorthy and Dhivya Karmegam and Bagavandas Mappillairaju","Use of social media data for disease based social network analysis and network modeling: A Systematic Review","INFORMATICS FOR HEALTH \& SOCIAL CARE",2021,"46","4","443-454","2021 DEC 2","Burden due to infectious and noncommunicable disease is increasing at an alarming rate. Social media usage is growing rapidly and has become the new norm of communication. It is imperative to examine what is being discussed in the social media about diseases or conditions and the characteristics of the network of people involved in discussion. The objective is to assess the tools and techniques used to study social media disease networks using network analysis and network modeling. PubMed and IEEEXplore were searched from 2009 to 2020 and included 30 studies after screening and analysis. Twitter, QuitNet, and disease-specific online forums were widely used to study communications on various health conditions. Most of the studies have performed content analysis and network analysis, whereas network modeling has been done in six studies. Posts on cancer, COVID-19, and smoking have been widely studied. Tools and techniques used for network analysis are listed. Health-related social media data can be leveraged for network analysis. Network modeling technique would help to identify the structural factors associated with the affiliation of the disease networks, which is scarcely utilized. This will help public health professionals to tailor targeted interventions.","10.1080/17538157.2021.1905642",NA,"1753-8157","1753-8165","WOS:000641783600001","Karmegam, Dhivya/AID-3540-2022 Ramamoorthy, Thilagavathi/AGQ-4781-2022 ","Mappillairaju, Bagavandas/0000-0003-4794-6250 Karmegam, Dhivya/0000-0003-3307-8704","APR 2021",NA,NA,NA,NA,NA,NA,NA,NA,8
"WOS.000600132900005","Article","Muhammad Amith and Kayo Fujimoto and Rebecca Mauldin and Cui Tao","Friend of a Friend with Benefits ontology (FOAF plus ): extending a social network ontology for public health","BMC MEDICAL INFORMATICS AND DECISION MAKING",2020,"20","10",NA,"DEC 15","Background Dyadic-based social networks analyses have been effective in a variety of behavioral- and health-related research areas. We introduce an ontology-driven approach towards social network analysis through encoding social data and inferring new information from the data. Methods The Friend of a Friend (FOAF) ontology is a lightweight social network ontology. We enriched FOAF by deriving social interaction data and relationships from social data to extend its domain scope. Results Our effort produced Friend of a Friend with Benefits (FOAF+) ontology that aims to support the spectrum of human interaction. A preliminary semiotic evaluation revealed a semantically rich and comprehensive knowledge base to represent complex social network relationships. With Semantic Web Rules Language, we demonstrated FOAF+ potential to infer social network ties between individual data. Conclusion Using logical rules, we defined interpersonal dyadic social connections, which can create inferred linked dyadic social representations of individuals, represent complex behavioral information, help machines interpret some of the concepts and relationships involving human interaction, query network data, and contribute methods for analytical and disease surveillance.","10.1186/s12911-020-01287-8","269",NA,"1472-6947","WOS:000600132900005","Tao, Cui/G-8429-2011 Amith, Muhammad/GZB-1844-2022 ","Tao, Cui/0000-0002-4267-1924 Mauldin, Rebecca L./0000-0002-7820-9141 Amith, Muhammad/0000-0003-4333-1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"WOS.000996122900034","Article","Naomi Zakimi and Alissa Greer and Martin Bouchard and Arshpreet Dhillon and Alison Ritter","Sociometric network analysis in illicit drugs research: A scoping review","PLOS ONE",2023,"18","2",NA,"FEB 27","BackgroundSociometric or whole network analysis, a method used to analyze relational patterns among social actors, emphasizes the role of social structure in shaping behaviour. Such method has been applied to many aspects of illicit drug research, including in the areas of public health, epidemiology, and criminology. Previous reviews about social networks and drugs have lacked a focus on the use of sociometric network analysis for illicit drugs research across disciplines. The current scoping review aimed to provide an overview of the sociometric network analysis methods used in illicit drugs research and to assess how such methods could be used for future research. MethodsA systematic search of six databases (Web of Science, ProQuest Sociology Collection, Political Science Complete, PubMed, Criminal Justice Abstracts, and PsycINFO) returned 72 relevant studies that met the inclusion criteria. To be included, studies had to mention illicit drugs and use whole social network analysis as one of their methods. Studies were summarized quantitatively and qualitatively using a data-charting form and a description of the studies' main topics. ResultsSociometric network analysis in illicit drugs research has grown in popularity in the last decade, using mostly descriptive network metrics, such as degree centrality (72.2\%) and density (44.4\%). Studies were found to belong to three study domains. The first, drug crimes investigated network resilience and collaboration patterns in drug trafficking networks. The second domain, public health, focused on the social networks and social support of people who use drugs. Finally, the third domain focused on the collaboration networks of policy, law enforcement, and service providers. ConclusionFuture illicit drugs research using whole network SNA should include more diverse data sources and samples, incorporate mixed and qualitative methods, and apply social network analysis to study drug policy.","10.1371/journal.pone.0282340","e0282340","1932-6203",NA,"WOS:000996122900034","Ritter, Alison/K-1195-2012 ","/0000-0003-3582-3261",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"WOS.000859450700001","Article","Basma T. Gomaa and Eric R. Walsh-Buhi and Russell J. Funk","Understanding Melanoma Talk on Twitter: The Lessons Learned and Missed Opportunities","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2022,"19","18",NA,"SEP","Background: Melanoma is the third most common cause of cancer and the deadliest form of skin cancer among 17-39 year-olds in the United States. Melanoma is a critical public health issue with a substantial economic burden. Cases and associated burdens, however, could be prevented with a greater awareness of, and interventions related to, skin cancer and melanoma-related preventive behaviors. In fact, as social media use is close to ubiquitous, it represents a potential communication modality. However, more research is needed to understand the current state of melanoma-related information exchanged between Twitter users. This study aimed to understand the different types of users controlling the melanoma-related information diffusion and conversation themes on Twitter. Methods: Tweets (n = 692) were imported from Twitter between 1 and 31 May 2021 using the Twitter public API; and uploaded to NodeXL to conduct a social network analysis. Results: Health professionals and organizations with medical backgrounds were the main content producers, disseminators, and top influencers. However, information diffusion is slow and uneven among users. Additionally, conversations lacked a focus on preventive behaviors. Conclusion: Twitter is a potential platform for the targeted outreach of individuals in melanoma awareness campaigns. This study provides insights maximizing the effectiveness of Twitter as a communication modality. Our findings can help guide the development of customized content and interventions during melanoma awareness campaigns.","10.3390/ijerph191811284","11284",NA,"1660-4601","WOS:000859450700001","Walsh-Buhi, Eric/C-5106-2011","Walsh-Buhi, Eric/0000-0002-1690-5352",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"WOS.000524516200012","Article","Amelia R. DeFosset and Jennifer Torres Mosst and Lauren N. Gase and Tony Kuo","The Los Angeles Diabetes Prevention Coalition Experience: Practical Applications of Social Network Analysis to Inform Coalition Building in Chronic Disease Prevention","JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE",2020,"26","3, SI","270-279","MAY-JUN",NA,"10.1097/PHH.0000000000000958",NA,"1078-4659","1550-5022","WOS:000524516200012","Kuo, Tony/I-2908-2019","Kuo, Tony/0000-0002-4120-8559",NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"WOS.000649496900001","Article","Jacqueline M. Burgette and Jacquelin Rankine and Alison J. Culyba and Kar-Hai Chu and Kathleen M. Carley","Best Practices for Modeling Egocentric Social Network Data and Health Outcomes","HERD-HEALTH ENVIRONMENTS RESEARCH \& DESIGN JOURNAL",2021,"14","4","18-34","2021 OCT","Objective/Aim: We describe best practices for modeling egocentric networks and health outcomes using a five-step guide. Background: Social network analysis (SNA) is common in social science fields and has more recently been used to study health-related topics including obesity, violence, substance use, health organizational behavior, and healthcare utilization. SNA, alone or in conjunction with spatial analysis, can be used to uniquely evaluate the impact of the physical or built environment on health. The environment can shape the presence, quality, and function of social relationships with spatial and network processes interacting to affect health outcomes. While there are some common measures frequently used in modeling the impact of social networks on health outcomes, there is no standard approach to social network modeling in health research, which impacts rigor and reproducibility. Methods: We provide an overview of social network concepts and terminology focused on egocentric network data. Egocentric, or personal networks, take the perspective of an individual who identifies their own connections (alters) and also the relationships between alters. Results: We describe best practices for modeling egocentric networks and health outcomes according to the following five-step guide: (1) model selection, (2) social network exposure variable and selection considerations, (3) covariate selection related to sociodemographic and health characteristics, (4) covariate selection related to social network characteristics, and (5) analytic considerations. We also present an example of SNA. Conclusions: SNA provides a powerful repertoire of techniques to examine how relationships impact attitudes, experiences, and behaviors-and subsequently health.","10.1177/19375867211013772","19375867211013772","1937-5867","2167-5112","WOS:000649496900001","Culyba, Alison/GNP-5083-2022 ","Rankine, Jacquelin/0000-0002-8072-6762 Culyba, Alison/0000-0002-1080-2176 Burgette, Jacqueline/0000-0001-5677-6295","MAY 2021",NA,NA,NA,NA,NA,NA,NA,NA,25
"WOS.000901057600001","Article","Zixuan Weng and Aijun Lin","Public Opinion Manipulation on Social Media: Social Network Analysis of Twitter Bots during the COVID-19 Pandemic","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2022,"19","24",NA,"DEC","Social media is not only an essential platform for the dissemination of public health-related information, but also an important channel for people to communicate during the COVID-19 pandemic. However, social bots can interfere with the social media topics that humans follow. We analyzed and visualized Twitter data during the prevalence of the Wuhan lab leak theory and discovered that 29\% of the accounts participating in the discussion were social bots. We found evidence that social bots play an essential mediating role in communication networks. Although human accounts have a more direct influence on the information diffusion network, social bots have a more indirect influence. Unverified social bot accounts retweet more, and through multiple levels of diffusion, humans are vulnerable to messages manipulated by bots, driving the spread of unverified messages across social media. These findings show that limiting the use of social bots might be an effective method to minimize the spread of conspiracy theories and hate speech online.","10.3390/ijerph192416376","16376",NA,"1660-4601","WOS:000901057600001",NA,"Weng, Zixuan/0000-0001-6329-0912",NA,NA,NA,NA,NA,NA,NA,NA,NA,26
